accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2,1.0,1.0,1,100.00,200.00,55.00,33,99,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,1,110.00,100.00,25.00,5,92,9.0,10.0,10.0,10.0,9.0
4,1.0,1.0,1,110.00,,35.00,11,95,10.0,10.0,9.0,9.0,9.0
3,1.0,1.0,1,199.00,300.00,60.00,9,98,10.0,10.0,10.0,9.0,9.0
3,1.0,1.0,1,219.00,300.00,60.00,2,90,10.0,10.0,10.0,10.0,8.0
5,2.0,2.0,2,156.00,,99.00,7,97,10.0,10.0,9.0,10.0,10.0
6,2.0,2.0,3,147.00,,99.00,23,91,9.0,9.0,9.0,10.0,9.0
6,2.0,2.0,3,135.00,,99.00,17,94,10.0,10.0,10.0,10.0,9.0
6,2.0,2.0,3,128.00,,99.00,15,88,9.0,9.0,9.0,10.0,9.0
4,1.0,1.0,2,104.00,,99.00,10,94,10.0,9.0,10.0,10.0,10.0
6,2.0,2.0,3,114.00,,99.00,6,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,150.00,,38.00,13,98,10.0,10.0,9.0,10.0,10.0
6,2.0,1.0,3,250.00,500.00,50.00,2,83,8.0,10.0,10.0,10.0,6.0
2,1.0,1.0,2,40.00,,,34,98,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,126.00,,99.00,3,93,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,1,99.00,,30.00,319,94,9.0,10.0,10.0,9.0,9.0
5,2.0,2.0,2,350.00,400.00,110.00,38,98,10.0,10.0,10.0,10.0,9.0
6,2.0,2.0,3,143.00,,99.00,11,94,9.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,110.00,250.00,50.00,18,98,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,1,175.00,500.00,100.00,22,94,9.0,10.0,10.0,10.0,9.0
5,2.0,2.0,2,143.00,,99.00,4,95,9.0,9.0,10.0,10.0,9.0
3,1.0,1.0,1,149.00,400.00,45.00,8,98,10.0,10.0,10.0,10.0,10.0
2,1.0,0.0,1,129.00,300.00,59.00,32,95,10.0,10.0,10.0,10.0,9.0
6,2.0,2.0,4,245.00,,209.00,8,93,10.0,10.0,9.0,10.0,9.0
4,1.0,1.0,2,175.00,100.00,65.00,37,92,9.0,10.0,10.0,10.0,9.0
5,1.0,1.0,3,144.00,,150.00,5,95,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,3,188.00,200.00,50.00,20,96,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,179.00,300.00,60.00,48,95,10.0,10.0,10.0,9.0,9.0
4,1.0,1.0,2,276.00,,100.00,11,96,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,135.00,95.00,155.00,74,96,10.0,10.0,10.0,10.0,9.0
2,1.0,0.0,1,150.00,,60.00,29,99,10.0,10.0,10.0,10.0,10.0
2,1.0,0.0,1,121.00,,64.00,2,90,10.0,10.0,10.0,10.0,10.0
6,2.0,2.0,3,147.00,,99.00,24,96,10.0,10.0,9.0,10.0,10.0
4,1.0,2.0,2,149.00,,50.00,19,93,10.0,9.0,9.0,10.0,9.0
5,2.0,2.0,2,300.00,300.00,80.00,4,95,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,115.00,150.00,45.00,5,90,10.0,9.0,9.0,10.0,9.0
4,1.0,1.0,1,129.00,500.00,70.00,18,97,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,2,175.00,100.00,,114,93,9.0,9.0,10.0,10.0,9.0
2,1.0,1.0,1,220.00,300.00,60.00,71,96,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,90.00,,20.00,88,89,9.0,10.0,10.0,9.0,9.0
4,2.0,2.0,2,325.00,300.00,110.00,19,92,10.0,9.0,9.0,10.0,9.0
6,2.0,2.0,3,127.00,,99.00,6,90,9.0,10.0,10.0,10.0,9.0
3,1.0,1.0,2,117.00,,30.00,7,97,10.0,9.0,10.0,10.0,9.0
2,1.0,0.0,1,85.00,,45.00,102,88,9.0,10.0,9.0,9.0,9.0
3,1.0,0.0,1,122.00,95.00,45.00,64,98,10.0,9.0,10.0,10.0,9.0
6,2.0,2.0,3,142.00,,99.00,18,94,10.0,10.0,10.0,10.0,9.0
3,1.5,1.0,1,237.00,300.00,80.00,30,99,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,99.00,,75.00,9,97,9.0,9.0,9.0,10.0,9.0
4,1.0,1.0,2,110.00,250.00,50.00,16,96,10.0,10.0,10.0,10.0,10.0
7,2.0,2.0,5,225.00,300.00,90.00,18,97,10.0,10.0,10.0,9.0,9.0
4,1.0,1.0,1,99.00,,35.00,106,93,10.0,10.0,10.0,10.0,9.0
6,1.0,1.0,3,65.00,100.00,,108,98,10.0,10.0,10.0,10.0,10.0
2,1.0,0.0,1,275.00,,,11,93,8.0,9.0,10.0,10.0,10.0
3,1.0,1.0,1,183.00,300.00,60.00,46,98,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,110.00,250.00,50.00,10,98,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,156.00,300.00,60.00,18,96,10.0,10.0,10.0,10.0,9.0
3,1.0,1.0,1,169.00,200.00,,107,88,9.0,9.0,9.0,9.0,9.0
2,1.0,1.0,1,150.00,,,14,94,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,125.00,,,12,91,8.0,9.0,10.0,10.0,9.0
2,1.0,0.0,1,155.00,,60.00,15,96,9.0,10.0,10.0,10.0,9.0
6,1.0,1.0,4,151.00,250.00,65.00,54,94,10.0,9.0,10.0,10.0,9.0
6,2.0,2.0,4,175.00,250.00,135.00,27,90,9.0,10.0,10.0,10.0,9.0
6,2.0,2.0,2,196.00,,60.00,40,96,10.0,10.0,10.0,9.0,9.0
5,1.0,2.0,3,175.00,,107.00,14,92,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,1,90.00,100.00,50.00,11,95,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,95.00,,30.00,62,97,9.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,139.00,300.00,60.00,15,96,10.0,10.0,10.0,10.0,10.0
2,1.0,0.0,1,115.00,250.00,135.00,9,91,10.0,9.0,9.0,10.0,9.0
4,1.0,1.0,1,185.00,100.00,65.00,4,90,10.0,10.0,10.0,10.0,9.0
6,1.0,2.0,4,175.00,250.00,135.00,18,90,9.0,10.0,10.0,9.0,9.0
2,1.0,0.0,1,75.00,150.00,20.00,43,85,9.0,9.0,10.0,10.0,9.0
2,1.0,1.0,1,70.00,,10.00,18,91,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,79.00,,,139,91,8.0,10.0,10.0,10.0,9.0
2,1.0,0.0,1,100.00,,15.00,37,92,9.0,9.0,10.0,10.0,9.0
4,1.0,1.0,1,155.00,,60.00,18,93,10.0,9.0,9.0,9.0,9.0
2,1.0,1.0,1,87.00,100.00,10.00,71,98,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,165.00,,10.00,18,98,9.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,78.00,,20.00,14,99,9.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,99.00,,,240,98,10.0,10.0,10.0,10.0,10.0
4,1.0,2.0,3,169.00,500.00,100.00,2,90,10.0,10.0,10.0,10.0,9.0
3,1.0,1.0,2,129.00,250.00,50.00,154,96,10.0,10.0,10.0,10.0,9.0
3,1.0,1.0,1,80.00,,,55,93,8.0,10.0,10.0,10.0,9.0
4,1.0,1.0,1,77.00,150.00,25.00,6,87,9.0,9.0,9.0,10.0,8.0
3,1.0,0.0,1,99.00,,50.00,9,98,10.0,10.0,10.0,10.0,10.0
3,1.0,0.0,1,129.00,250.00,50.00,31,97,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,99.00,,,46,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,85.00,150.00,15.00,16,95,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,150.00,,60.00,1,80,,,10.0,10.0,8.0
3,1.0,0.0,1,115.00,200.00,50.00,71,94,10.0,10.0,10.0,10.0,9.0
4,1.0,1.0,1,130.00,100.00,50.00,3,93,9.0,9.0,10.0,10.0,10.0
4,1.0,1.0,1,129.00,500.00,100.00,3,87,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,129.00,300.00,60.00,55,98,10.0,10.0,10.0,10.0,10.0
6,2.0,1.0,4,195.00,250.00,135.00,14,90,10.0,10.0,10.0,9.0,9.0
5,2.0,2.0,3,195.00,,,84,98,10.0,10.0,10.0,10.0,10.0
3,1.0,0.0,1,100.00,250.00,60.00,45,89,9.0,9.0,9.0,9.0,8.0
4,1.0,0.0,2,121.00,150.00,60.00,66,95,10.0,9.0,10.0,10.0,10.0
2,1.0,1.0,1,139.00,,60.00,11,98,9.0,9.0,10.0,10.0,10.0
4,1.0,1.0,2,120.00,100.00,20.00,26,94,9.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,110.00,200.00,50.00,53,98,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,150.00,100.00,50.00,65,94,9.0,9.0,10.0,10.0,9.0
6,1.5,2.0,4,215.00,250.00,135.00,12,97,10.0,10.0,10.0,10.0,10.0
3,1.0,0.0,1,103.00,,,7,91,10.0,9.0,10.0,10.0,10.0
6,1.0,2.0,3,175.00,100.00,95.00,75,94,9.0,9.0,10.0,10.0,9.0
3,1.0,1.0,1,139.00,300.00,60.00,68,95,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,66.00,,,11,96,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,2,85.00,100.00,,7,83,8.0,10.0,9.0,10.0,8.0
2,1.0,1.0,1,100.00,200.00,50.00,49,98,10.0,10.0,10.0,10.0,10.0
4,1.0,2.0,3,174.00,,60.00,14,96,10.0,10.0,10.0,9.0,9.0
3,1.0,1.0,1,120.00,250.00,50.00,36,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,78.00,,20.00,12,97,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,174.00,,60.00,13,92,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,110.00,100.00,61.00,3,93,10.0,10.0,10.0,10.0,10.0
4,1.0,2.0,2,190.00,300.00,80.00,39,96,10.0,10.0,10.0,10.0,9.0
4,1.0,0.0,1,100.00,,10.00,6,93,9.0,9.0,10.0,9.0,9.0
5,1.0,1.0,3,151.00,250.00,65.00,39,93,9.0,10.0,10.0,10.0,9.0
4,1.0,1.0,1,175.00,100.00,65.00,21,98,10.0,10.0,10.0,10.0,9.0
7,2.0,2.0,3,250.00,100.00,,8,95,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,140.00,250.00,135.00,3,93,9.0,9.0,10.0,10.0,9.0
4,1.0,1.0,2,140.00,250.00,135.00,8,98,9.0,10.0,10.0,10.0,9.0
2,1.0,1.0,2,75.00,250.00,72.00,16,94,9.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,129.00,300.00,60.00,36,97,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,135.00,100.00,,33,99,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,150.00,100.00,30.00,19,99,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,139.00,300.00,60.00,20,94,10.0,10.0,10.0,9.0,9.0
2,1.0,0.0,2,110.00,,,54,97,9.0,10.0,10.0,10.0,9.0
6,1.0,2.0,3,179.00,300.00,90.00,57,94,10.0,10.0,10.0,10.0,9.0
6,2.0,2.0,3,245.00,500.00,75.00,18,98,9.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,150.00,300.00,82.00,2,90,9.0,9.0,9.0,8.0,9.0
3,1.0,1.0,1,209.00,500.00,60.00,16,96,10.0,10.0,10.0,10.0,9.0
4,1.0,0.0,2,145.00,200.00,25.00,11,96,9.0,10.0,10.0,9.0,9.0
3,1.0,0.0,1,65.00,,40.00,14,87,8.0,10.0,10.0,9.0,8.0
4,1.0,1.0,1,180.00,350.00,45.00,16,98,10.0,10.0,10.0,10.0,10.0
2,1.0,0.0,1,100.00,,,7,97,9.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,65.00,,,16,93,9.0,10.0,10.0,10.0,10.0
1,1.0,1.0,1,75.00,,,19,89,9.0,9.0,9.0,9.0,9.0
4,1.0,1.0,2,150.00,,25.00,7,94,9.0,10.0,10.0,9.0,9.0
5,2.0,2.0,2,169.00,,20.00,4,95,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,68.00,,,40,93,9.0,9.0,9.0,9.0,9.0
2,1.0,1.0,1,89.00,,20.00,6,97,9.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,160.00,,,32,91,10.0,9.0,10.0,9.0,9.0
2,1.0,1.0,1,249.00,500.00,70.00,4,95,9.0,10.0,10.0,9.0,10.0
1,1.0,1.0,1,50.00,,,14,94,9.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,175.00,,25.00,4,95,9.0,10.0,10.0,10.0,9.0
2,1.0,0.0,1,250.00,,100.00,35,99,10.0,10.0,10.0,9.0,9.0
2,1.0,0.0,1,110.00,100.00,35.00,14,94,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,144.00,200.00,,92,85,9.0,9.0,9.0,8.0,9.0
4,1.0,1.0,1,149.00,200.00,150.00,45,94,9.0,10.0,10.0,9.0,9.0
5,1.0,2.0,2,350.00,300.00,110.00,26,98,10.0,10.0,10.0,10.0,9.0
2,1.5,0.0,1,95.00,150.00,15.00,11,91,9.0,10.0,10.0,9.0,9.0
4,1.0,1.0,2,199.00,,120.00,4,80,10.0,7.0,8.0,10.0,10.0
2,1.0,1.0,1,145.00,200.00,,99,87,9.0,9.0,9.0,9.0,9.0
5,1.0,1.0,3,149.00,150.00,75.00,100,93,10.0,10.0,10.0,9.0,9.0
3,1.0,1.0,1,150.00,150.00,60.00,80,98,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,2,150.00,,60.00,40,96,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,160.00,300.00,,74,88,9.0,9.0,9.0,9.0,9.0
3,1.0,1.0,2,170.00,300.00,,42,87,9.0,9.0,9.0,8.0,8.0
3,1.0,1.0,2,300.00,500.00,70.00,44,95,9.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,59.00,,,53,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,88.00,,,55,99,10.0,10.0,10.0,10.0,10.0
2,1.5,1.0,1,75.00,,,146,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,125.00,,,2,90,10.0,10.0,10.0,10.0,10.0
6,1.5,2.0,3,153.00,500.00,200.00,8,95,10.0,10.0,10.0,10.0,10.0
5,2.0,1.0,2,65.00,,5.00,33,95,9.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,59.00,,,36,98,10.0,10.0,10.0,10.0,10.0
5,1.0,0.0,1,80.00,200.00,50.00,92,93,9.0,10.0,10.0,9.0,9.0
2,1.5,1.0,1,75.00,,,12,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,195.00,500.00,67.00,13,87,9.0,10.0,9.0,10.0,9.0
4,1.0,1.0,2,57.00,,20.00,15,97,10.0,10.0,10.0,10.0,10.0
5,1.0,3.0,3,159.00,,95.00,1,80,8.0,10.0,10.0,8.0,10.0
2,1.0,0.0,1,100.00,300.00,69.00,11,98,10.0,10.0,10.0,9.0,10.0
8,1.0,2.0,3,200.00,250.00,75.00,29,96,9.0,10.0,10.0,9.0,9.0
8,2.0,2.0,4,240.00,100.00,60.00,17,96,10.0,10.0,10.0,10.0,10.0
3,1.0,0.0,1,100.00,200.00,25.00,27,99,10.0,10.0,10.0,10.0,10.0
6,1.0,2.0,3,249.00,200.00,125.00,8,94,10.0,10.0,10.0,9.0,9.0
6,1.5,3.0,2,250.00,200.00,175.00,7,97,10.0,9.0,10.0,10.0,10.0
2,1.0,1.0,1,100.00,100.00,15.00,3,93,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,90.00,,75.00,16,91,10.0,10.0,10.0,10.0,9.0
8,1.5,3.0,5,325.00,,125.00,19,94,10.0,10.0,10.0,10.0,9.0
3,1.0,1.0,2,95.00,,65.00,17,89,9.0,9.0,10.0,10.0,9.0
3,1.0,1.0,2,120.00,,,2,90,9.0,10.0,10.0,9.0,9.0
4,1.0,2.0,2,79.00,150.00,75.00,61,90,9.0,10.0,10.0,10.0,9.0
4,1.0,1.0,2,130.00,400.00,100.00,54,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,129.00,200.00,85.00,57,94,9.0,10.0,10.0,10.0,9.0
1,1.0,1.0,1,42.00,,5.00,5,96,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,2,95.00,250.00,72.00,34,95,10.0,10.0,9.0,10.0,10.0
4,1.0,2.0,2,109.00,200.00,85.00,21,92,10.0,10.0,9.0,10.0,9.0
4,1.0,2.0,2,120.00,,15.00,6,93,10.0,10.0,10.0,10.0,9.0
8,2.0,3.0,4,250.00,250.00,75.00,31,88,9.0,10.0,9.0,10.0,9.0
2,1.0,1.0,1,100.00,200.00,40.00,102,98,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,59.00,100.00,65.00,15,99,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,69.00,,25.00,4,95,10.0,10.0,10.0,10.0,10.0
8,2.5,3.0,4,219.00,300.00,164.00,29,92,9.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,70.00,,,28,99,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,140.00,400.00,80.00,15,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,54.00,,,31,95,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,60.00,100.00,75.00,1,90,8.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,79.00,,,36,93,9.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,195.00,200.00,50.00,33,99,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,105.00,,25.00,12,98,10.0,10.0,10.0,10.0,10.0
2,1.0,0.0,1,100.00,200.00,50.00,18,99,10.0,10.0,10.0,10.0,10.0
4,1.0,2.0,2,93.00,250.00,90.00,122,95,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,85.00,200.00,40.00,37,98,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,3,135.00,,35.00,11,96,10.0,10.0,10.0,10.0,10.0
7,1.0,2.0,7,195.00,,95.00,20,97,10.0,10.0,10.0,10.0,10.0
4,2.5,1.0,2,129.00,,10.00,8,95,10.0,10.0,9.0,9.0,9.0
8,3.0,4.0,4,350.00,500.00,137.00,2,80,8.0,10.0,10.0,9.0,8.0
5,1.5,2.0,3,200.00,150.00,50.00,8,95,10.0,10.0,10.0,10.0,9.0
3,1.0,1.0,2,69.00,,10.00,94,95,10.0,10.0,10.0,9.0,10.0
6,2.5,3.0,3,225.00,250.00,100.00,3,87,9.0,9.0,9.0,9.0,9.0
7,1.0,1.0,2,81.00,,15.00,58,87,9.0,10.0,10.0,9.0,9.0
6,2.5,2.0,3,495.00,750.00,200.00,7,97,9.0,10.0,10.0,10.0,10.0
3,1.0,2.0,2,90.00,250.00,,16,96,9.0,10.0,10.0,10.0,10.0
2,1.0,1.0,2,90.00,200.00,25.00,20,96,10.0,10.0,10.0,9.0,9.0
4,1.0,2.0,2,185.00,,35.00,2,80,10.0,10.0,10.0,10.0,8.0
2,1.0,0.0,1,99.00,300.00,50.00,105,98,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,90.00,100.00,60.00,23,96,10.0,9.0,10.0,10.0,10.0
2,1.0,0.0,1,90.00,100.00,60.00,34,95,10.0,10.0,10.0,10.0,9.0
2,1.0,0.0,1,90.00,200.00,50.00,31,97,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,79.00,,10.00,25,90,10.0,10.0,9.0,10.0,9.0
4,1.0,1.0,2,100.00,150.00,75.00,10,98,10.0,10.0,10.0,10.0,10.0
6,2.0,4.0,5,225.00,,,10,94,9.0,10.0,10.0,10.0,10.0
3,1.0,1.0,2,70.00,,30.00,117,94,10.0,10.0,10.0,9.0,9.0
2,4.5,1.0,4,65.00,200.00,35.00,22,91,9.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,69.00,100.00,50.00,17,95,9.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,42.00,,,22,90,9.0,10.0,10.0,9.0,9.0
6,1.0,1.0,3,100.00,100.00,40.00,80,96,10.0,10.0,10.0,9.0,10.0
1,1.5,1.0,1,45.00,100.00,10.00,8,98,10.0,10.0,10.0,10.0,10.0
2,3.5,1.0,1,65.00,200.00,35.00,37,95,10.0,10.0,10.0,9.0,9.0
6,1.0,2.0,3,170.00,300.00,65.00,42,89,9.0,10.0,9.0,9.0,9.0
3,1.0,2.0,2,114.00,,60.00,133,97,10.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,68.00,,25.00,33,99,10.0,10.0,10.0,9.0,10.0
8,2.0,3.0,3,275.00,400.00,80.00,29,87,9.0,10.0,9.0,9.0,8.0
2,1.0,1.0,1,35.00,,25.00,26,94,9.0,10.0,10.0,10.0,9.0
6,2.0,3.0,3,95.00,100.00,50.00,2,90,8.0,9.0,8.0,9.0,10.0
2,3.5,1.0,3,65.00,200.00,35.00,74,97,10.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,75.00,,,10,98,10.0,9.0,9.0,10.0,10.0
3,1.0,1.0,2,72.00,,,30,96,10.0,10.0,10.0,9.0,10.0
6,2.0,2.0,3,125.00,,85.00,17,96,10.0,9.0,10.0,9.0,9.0
2,1.0,,1,95.00,100.00,,21,94,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,125.00,,50.00,10,98,10.0,10.0,10.0,10.0,10.0
3,1.0,0.0,2,120.00,,134.00,1,80,10.0,10.0,10.0,8.0,8.0
2,0.5,1.0,1,75.00,,25.00,3,93,10.0,10.0,10.0,10.0,8.0
4,1.5,1.0,2,200.00,,75.00,34,96,10.0,10.0,10.0,9.0,10.0
5,1.0,1.0,2,75.00,100.00,150.00,5,99,10.0,10.0,10.0,10.0,10.0
4,1.0,2.0,2,119.00,200.00,59.00,13,91,9.0,9.0,10.0,10.0,10.0
12,1.0,2.0,4,117.00,100.00,150.00,54,89,9.0,10.0,10.0,9.0,9.0
4,2.0,2.0,2,129.00,,85.00,19,96,10.0,10.0,9.0,10.0,9.0
2,1.0,1.0,1,65.00,,,12,83,9.0,9.0,10.0,9.0,9.0
2,1.0,1.0,1,110.00,600.00,,22,99,10.0,10.0,10.0,10.0,10.0
2,1.5,1.0,1,109.00,109.00,16.00,4,90,9.0,9.0,9.0,9.0,9.0
2,1.0,0.0,1,88.00,,30.00,30,97,10.0,10.0,10.0,9.0,10.0
4,1.0,1.0,1,75.00,100.00,150.00,2,96,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,75.00,,,10,94,10.0,10.0,10.0,10.0,10.0
4,1.0,2.0,2,136.00,300.00,50.00,12,97,10.0,10.0,10.0,10.0,10.0
5,1.0,1.0,3,139.00,350.00,65.00,17,93,10.0,10.0,10.0,10.0,10.0
3,1.0,1.0,1,79.00,,,27,96,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,95.00,,30.00,2,90,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,55.00,,,18,99,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,85.00,500.00,,16,98,10.0,10.0,10.0,9.0,10.0
1,1.0,1.0,1,39.00,,,20,98,9.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,75.00,,35.00,5,96,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,2,99.00,150.00,25.00,26,95,10.0,10.0,10.0,10.0,10.0
10,1.5,3.0,5,150.00,300.00,65.00,5,80,9.0,9.0,9.0,10.0,10.0
2,1.5,1.0,1,51.00,,5.00,5,96,10.0,10.0,10.0,10.0,10.0
6,1.0,2.0,3,129.00,350.00,65.00,14,90,10.0,10.0,9.0,9.0,9.0
2,1.0,1.0,1,65.00,,,20,98,10.0,10.0,10.0,10.0,10.0
7,2.5,3.0,3,180.00,2500.00,10.00,3,93,8.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,30.00,,,4,95,10.0,10.0,10.0,10.0,10.0
3,1.0,2.0,2,150.00,,75.00,21,99,10.0,10.0,10.0,10.0,10.0
2,1.0,1.0,1,56.00,,,18,98,10.0,10.0,10.0,10.0,10.0
1,1.0,1.0,1,45.00,,,25,98,10.0,10.0,10.0,10.0,10.0
4,1.5,2.0,2,110.00,,30.00,9,98,10.0,10.0,10.0,9.0,9.0
1,1.0,1.0,1,99.00,150.00,30.00,8,98,10.0,10.0,10.0,10.0,9.0
2,1.0,1.0,1,53.00,150.00,25.00,26,96,10.0,10.0,10.0,9.0,9.0
2,1.0,1.0,1,75.00,,10.00,30,97,10.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,69.00,,21.00,3,93,10.0,10.0,10.0,9.0,10.0
1,1.0,1.0,1,95.00,,20.00,5,92,9.0,7.0,9.0,8.0,10.0
2,1.0,1.0,1,50.00,,,1,80,10.0,10.0,10.0,10.0,10.0
4,1.0,1.0,1,150.00,100.00,40.00,12,97,10.0,10.0,10.0,9.0,9.0
4,1.0,2.0,2,150.00,500.00,75.00,22,89,9.0,10.0,9.0,8.0,9.0
2,1.0,1.0,1,150.00,200.00,,75,89,9.0,9.0,9.0,8.0,9.0
4,1.0,2.0,3,320.00,,,2,90,10.0,10.0,10.0,9.0,10.0
4,2.5,1.0,2,150.00,,,49,93,9.0,10.0,10.0,8.0,9.0
2,1.0,1.0,1,65.00,150.00,30.00,33,99,10.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,45.00,,,28,94,10.0,10.0,10.0,8.0,9.0
4,1.0,1.0,2,80.00,,,20,97,10.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,50.00,,,36,89,9.0,9.0,9.0,9.0,9.0
4,1.0,1.0,2,89.00,350.00,,26,96,10.0,10.0,10.0,9.0,9.0
1,2.0,1.0,1,35.00,,10.00,49,93,10.0,10.0,10.0,9.0,9.0
2,2.0,1.0,1,55.00,,10.00,93,91,9.0,10.0,9.0,9.0,9.0
1,2.0,1.0,1,35.00,,10.00,44,93,10.0,10.0,9.0,9.0,10.0
1,1.0,1.0,1,35.00,150.00,,34,94,10.0,10.0,10.0,9.0,10.0
2,1.0,1.0,1,58.00,120.00,15.00,37,89,9.0,9.0,10.0,8.0,9.0
6,2.5,3.0,3,170.00,500.00,125.00,5,92,10.0,10.0,10.0,8.0,10.0
2,1.0,1.0,1,85.00,,,18,99,10.0,10.0,10.0,10.0,10.0
1,1.0,1.0,1,38.00,,,27,89,10.0,9.0,9.0,9.0,9.0
3,2.5,2.0,2,104.00,350.00,75.00,19,93,10.0,10.0,9.0,8.0,9.0
10,2.0,4.0,7,150.00,200.00,175.00,59,93,9.0,10.0,10.0,9.0,10.0
2,2.0,1.0,1,55.00,,10.00,41,93,10.0,10.0,9.0,9.0,9.0
2,1.0,1.0,1,130.00,,60.00,4,95,10.0,10.0,10.0,9.0,10.0
1,1.0,1.0,1,38.00,,,9,91,10.0,9.0,9.0,9.0,10.0
2,1.0,1.0,1,122.00,,,35,99,10.0,10.0,10.0,10.0,10.0
6,1.0,3.0,3,109.00,,,29,97,10.0,10.0,10.0,9.0,10.0
