id,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
7902330,2,1.0,1.0,1.0,39.00,500.00,10.00,23,97.0,10.0,10.0,10.0,9.0,10.0
6249164,1,1.0,1.0,1.0,42.00,,10.00,18,99.0,10.0,10.0,10.0,8.0,10.0
5192122,3,1.0,1.0,1.0,79.00,100.00,20.00,0,,,,,,
8901863,2,1.0,1.0,1.0,118.00,250.00,125.00,0,,,,,,
2027236,2,1.0,1.0,1.0,60.00,,15.00,144,93.0,10.0,10.0,9.0,9.0,10.0
3673011,2,1.0,1.0,1.0,69.00,95.00,5.00,55,98.0,10.0,10.0,10.0,10.0,10.0
6577295,2,1.0,1.0,1.0,69.00,,10.00,75,95.0,10.0,10.0,10.0,9.0,9.0
4384000,5,2.5,2.0,4.0,300.00,,150.00,1,80.0,8.0,10.0,8.0,10.0,8.0
3147706,3,1.0,1.0,1.0,65.00,,10.00,47,95.0,10.0,10.0,10.0,9.0,10.0
1900698,2,1.5,1.0,1.0,50.00,95.00,,81,91.0,9.0,10.0,10.0,9.0,9.0
4157572,2,1.5,1.0,1.0,65.00,,,67,98.0,10.0,10.0,10.0,9.0,10.0
8886847,2,1.0,1.0,1.0,100.00,,,0,,,,,,
3642289,2,1.0,1.0,1.0,65.00,95.00,,73,97.0,10.0,10.0,10.0,9.0,10.0
3022564,2,1.0,0.0,1.0,90.00,150.00,20.00,127,98.0,10.0,10.0,10.0,10.0,10.0
2203983,2,1.0,0.0,1.0,80.00,100.00,25.00,29,94.0,10.0,10.0,10.0,9.0,9.0
215882,2,1.0,1.0,1.0,99.00,125.00,60.00,179,97.0,10.0,10.0,10.0,9.0,10.0
491958,4,1.0,1.0,2.0,75.00,100.00,30.00,151,96.0,10.0,10.0,10.0,9.0,10.0
190984,2,1.0,1.0,1.0,110.00,100.00,75.00,51,87.0,9.0,9.0,9.0,7.0,8.0
1599856,6,1.0,2.0,3.0,125.00,100.00,,138,92.0,9.0,10.0,10.0,9.0,9.0
1223644,3,1.0,1.0,1.0,90.00,100.00,30.00,38,96.0,10.0,10.0,10.0,10.0,10.0
3246706,2,1.5,1.0,1.0,40.00,95.00,35.00,18,93.0,10.0,10.0,9.0,9.0,10.0
1305009,2,1.0,1.0,1.0,50.00,,50.00,22,98.0,10.0,10.0,10.0,9.0,9.0
8952253,6,2.5,3.0,3.0,97.00,,49.00,2,100.0,10.0,10.0,10.0,8.0,10.0
4041868,10,2.0,3.0,5.0,195.00,250.00,225.00,7,71.0,7.0,9.0,10.0,6.0,7.0
8845310,4,1.0,2.0,2.0,100.00,,35.00,0,,,,,,
7750477,9,2.5,3.0,6.0,195.00,200.00,80.00,1,100.0,10.0,8.0,8.0,10.0,10.0
7938941,4,2.0,2.0,2.0,150.00,,,0,,,,,,
2721575,2,1.0,1.0,1.0,95.00,100.00,35.00,77,97.0,10.0,10.0,10.0,9.0,10.0
1738425,2,1.5,1.0,1.0,72.00,,15.00,46,97.0,10.0,10.0,10.0,9.0,10.0
2471659,2,1.0,1.0,1.0,100.00,100.00,35.00,80,96.0,10.0,10.0,10.0,9.0,9.0
6078382,2,1.0,1.0,1.0,55.00,,,17,99.0,10.0,10.0,10.0,9.0,10.0
7585688,3,1.0,1.0,1.0,65.00,,,22,91.0,9.0,10.0,10.0,9.0,9.0
3120652,5,1.0,2.0,2.0,124.00,100.00,75.00,45,91.0,9.0,10.0,10.0,9.0,9.0
4922836,2,1.0,1.0,1.0,70.00,,10.00,32,95.0,10.0,10.0,10.0,9.0,10.0
1433440,2,1.0,1.0,1.0,65.00,200.00,25.00,14,88.0,10.0,9.0,9.0,9.0,9.0
2980762,2,1.0,1.0,1.0,65.00,,25.00,22,92.0,9.0,10.0,10.0,8.0,9.0
1733747,2,1.5,1.0,1.0,72.00,,15.00,41,97.0,10.0,10.0,10.0,9.0,10.0
1455269,6,1.0,3.0,4.0,115.00,200.00,25.00,88,97.0,10.0,10.0,10.0,9.0,10.0
1457330,6,2.0,3.0,3.0,220.00,150.00,90.00,4,95.0,10.0,10.0,10.0,9.0,10.0
7420488,1,1.0,1.0,1.0,45.00,150.00,25.00,8,100.0,9.0,10.0,10.0,8.0,10.0
8902887,3,1.0,1.0,1.0,90.00,,25.00,6,97.0,10.0,10.0,10.0,9.0,10.0
5175464,2,1.0,0.0,1.0,90.00,100.00,20.00,16,86.0,9.0,10.0,10.0,9.0,9.0
7411863,1,2.5,1.0,1.0,25.00,,10.00,40,92.0,10.0,10.0,9.0,9.0,9.0
2856806,6,2.5,3.0,2.0,175.00,,,3,93.0,7.0,10.0,10.0,9.0,9.0
693956,6,2.5,3.0,2.0,150.00,,,1,97.0,10.0,10.0,10.0,8.0,10.0
5682316,3,1.0,1.0,2.0,85.00,150.00,50.00,36,98.0,10.0,10.0,10.0,9.0,10.0
8597800,4,1.5,1.0,2.0,49.00,,10.00,3,100.0,10.0,10.0,10.0,9.0,10.0
4707171,7,1.0,2.0,3.0,110.00,,60.00,53,92.0,9.0,10.0,10.0,10.0,10.0
9138392,4,1.0,2.0,2.0,59.00,250.00,25.00,0,,,,,,
7417852,2,1.0,1.0,1.0,65.00,150.00,25.00,11,96.0,10.0,10.0,10.0,9.0,9.0
9597947,2,2.0,1.0,1.0,70.00,,,0,,,,,,
7262142,2,1.0,1.0,1.0,65.00,250.00,40.00,27,99.0,10.0,10.0,10.0,9.0,10.0
7615170,2,1.0,1.0,1.0,85.00,250.00,85.00,2,100.0,10.0,10.0,10.0,10.0,10.0
609610,2,1.0,1.0,2.0,90.00,,,15,95.0,10.0,10.0,10.0,8.0,10.0
8326413,2,1.0,1.0,1.0,70.00,,,9,96.0,10.0,10.0,10.0,9.0,10.0
4833820,4,1.5,2.0,2.0,175.00,1500.00,150.00,0,,,,,,
7480196,6,1.0,3.0,4.0,199.00,250.00,106.00,7,94.0,10.0,9.0,9.0,9.0,9.0
8774504,8,2.0,3.0,5.0,109.00,,60.00,4,100.0,10.0,10.0,10.0,10.0,10.0
8627921,4,1.0,1.0,2.0,70.00,,,13,98.0,10.0,10.0,10.0,10.0,10.0
788146,2,1.5,1.0,1.0,58.00,,20.00,24,97.0,10.0,10.0,10.0,9.0,10.0
9217446,2,1.0,1.0,1.0,35.00,95.00,15.00,4,100.0,10.0,10.0,10.0,10.0,10.0
2016613,8,3.0,4.0,5.0,300.00,250.00,,16,94.0,9.0,10.0,10.0,8.0,9.0
2695493,2,1.0,1.0,1.0,95.00,250.00,60.00,18,98.0,10.0,10.0,10.0,10.0,10.0
9063355,1,1.0,1.0,1.0,50.00,,,0,,,,,,
7922663,2,1.0,1.0,1.0,49.00,,,1,100.0,10.0,10.0,10.0,8.0,10.0
9415562,1,1.0,1.0,1.0,55.00,100.00,15.00,0,,,,,,
9075656,2,1.0,1.0,1.0,49.00,,,10,100.0,10.0,10.0,10.0,10.0,10.0
9710851,2,0.0,1.0,2.0,40.00,,10.00,0,,,,,,
1983713,4,1.0,1.0,1.0,95.00,300.00,75.00,13,97.0,10.0,10.0,10.0,10.0,10.0
7363727,2,1.0,1.0,1.0,70.00,,25.00,26,98.0,10.0,10.0,10.0,10.0,10.0
10022421,2,1.0,1.0,1.0,74.00,150.00,50.00,0,,,,,,
6274351,1,1.0,1.0,1.0,90.00,,,7,100.0,10.0,10.0,10.0,10.0,10.0
777159,7,3.0,3.0,3.0,150.00,250.00,120.00,19,93.0,9.0,10.0,10.0,9.0,9.0
3922845,4,1.5,4.0,3.0,175.00,,,0,,,,,,
674113,1,1.0,1.0,1.0,42.00,,,190,96.0,10.0,10.0,10.0,9.0,10.0
8053128,2,1.5,1.0,1.0,59.00,150.00,12.00,3,100.0,9.0,10.0,10.0,10.0,10.0
7534300,3,2.0,1.0,2.0,125.00,750.00,35.00,6,100.0,10.0,10.0,10.0,10.0,10.0
1009838,3,1.0,1.0,1.0,85.00,100.00,50.00,56,90.0,9.0,10.0,10.0,9.0,9.0
9823290,2,1.0,1.0,1.0,80.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
5194332,3,1.0,0.0,1.0,125.00,,20.00,21,99.0,10.0,10.0,10.0,10.0,10.0
841274,5,1.0,1.0,3.0,90.00,,60.00,69,95.0,10.0,10.0,10.0,10.0,10.0
8904748,5,2.0,2.0,3.0,125.00,500.00,100.00,3,100.0,10.0,10.0,10.0,9.0,10.0
8734809,4,1.0,1.0,2.0,70.00,,50.00,2,100.0,10.0,10.0,10.0,10.0,10.0
7562331,4,1.0,1.0,1.0,95.00,,75.00,0,,,,,,
4461706,2,1.0,1.0,1.0,99.00,300.00,30.00,28,100.0,10.0,10.0,10.0,10.0,10.0
3890786,6,1.0,2.0,3.0,155.00,500.00,125.00,2,100.0,9.0,10.0,10.0,9.0,10.0
8474253,2,1.0,1.0,1.0,80.00,200.00,61.00,0,,,,,,
5559063,4,1.5,2.0,2.0,140.00,,80.00,2,80.0,10.0,10.0,10.0,9.0,8.0
4126284,2,1.5,1.0,1.0,50.00,,50.00,7,89.0,9.0,9.0,9.0,7.0,9.0
1209447,6,2.0,3.0,3.0,139.00,100.00,60.00,7,89.0,9.0,10.0,10.0,9.0,10.0
4364285,5,1.5,2.0,2.0,126.00,1000.00,100.00,7,94.0,9.0,9.0,10.0,9.0,10.0
6716874,2,1.0,1.0,1.0,105.00,400.00,40.00,20,96.0,10.0,10.0,10.0,10.0,10.0
4659824,6,1.0,2.0,2.0,150.00,250.00,80.00,0,,,,,,
3677729,2,1.0,1.0,1.0,80.00,100.00,35.00,21,99.0,10.0,10.0,10.0,10.0,10.0
1097520,2,1.5,1.0,1.0,92.00,400.00,50.00,90,96.0,10.0,10.0,10.0,9.0,10.0
2898954,2,1.0,1.0,1.0,69.00,,,18,98.0,10.0,10.0,10.0,10.0,10.0
826436,2,1.0,1.0,1.0,75.00,250.00,35.00,39,92.0,9.0,10.0,10.0,9.0,9.0
774659,3,,1.0,2.0,105.00,,,40,97.0,10.0,10.0,10.0,9.0,10.0
3849918,6,1.0,2.0,3.0,150.00,500.00,125.00,8,85.0,9.0,9.0,10.0,8.0,8.0
7382303,2,1.0,1.0,2.0,150.00,,50.00,25,98.0,10.0,10.0,10.0,10.0,10.0
5376433,2,1.0,1.0,1.0,54.00,,,22,94.0,10.0,9.0,9.0,8.0,9.0
1750681,2,1.0,1.0,1.0,52.00,,,80,96.0,10.0,9.0,10.0,9.0,10.0
7229312,4,1.0,2.0,3.0,150.00,1000.00,250.00,1,100.0,10.0,10.0,10.0,10.0,10.0
2520890,2,1.0,1.0,1.0,80.00,150.00,,32,94.0,9.0,10.0,10.0,8.0,9.0
8391954,4,1.0,2.0,2.0,200.00,,90.00,3,80.0,8.0,10.0,10.0,9.0,8.0
797358,2,1.0,1.0,1.0,68.00,,,67,99.0,10.0,10.0,10.0,9.0,10.0
7922013,2,1.0,1.0,1.0,49.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
7956337,2,1.0,1.0,1.0,39.00,,,3,93.0,10.0,10.0,10.0,9.0,10.0
2686659,3,1.0,1.0,1.0,95.00,,,46,91.0,10.0,10.0,10.0,9.0,9.0
755613,2,1.0,1.0,1.0,89.00,125.00,35.00,46,96.0,9.0,10.0,10.0,9.0,9.0
1758935,2,1.0,1.0,1.0,62.00,,,206,95.0,10.0,10.0,10.0,9.0,10.0
8474294,4,2.0,2.0,1.0,81.00,300.00,90.00,1,40.0,10.0,2.0,2.0,10.0,8.0
3904056,2,1.0,0.0,1.0,70.00,150.00,75.00,7,87.0,9.0,10.0,9.0,8.0,8.0
7914021,2,1.0,1.0,1.0,110.00,,,4,95.0,10.0,9.0,10.0,10.0,9.0
9364302,6,2.0,3.0,3.0,200.00,500.00,80.00,0,,,,,,
8196883,6,2.5,2.0,3.0,100.00,1000.00,40.00,0,,,,,,
7938153,2,1.0,1.0,1.0,63.00,,25.00,5,100.0,10.0,10.0,10.0,10.0,10.0
2763078,3,1.0,1.0,2.0,70.00,100.00,20.00,97,92.0,9.0,10.0,10.0,9.0,9.0
3258213,2,1.0,1.0,1.0,60.00,100.00,10.00,44,100.0,10.0,10.0,10.0,9.0,10.0
7809455,2,1.0,1.0,1.0,39.00,,,21,97.0,10.0,10.0,10.0,9.0,10.0
8409949,2,1.0,1.0,1.0,36.00,500.00,10.00,19,94.0,10.0,9.0,10.0,9.0,10.0
2150760,2,1.0,0.0,1.0,100.00,200.00,,40,94.0,10.0,10.0,9.0,9.0,9.0
5424448,6,2.0,3.0,4.0,250.00,150.00,100.00,1,80.0,10.0,10.0,10.0,8.0,8.0
1606171,2,1.0,1.0,1.0,38.00,100.00,,166,93.0,9.0,10.0,10.0,9.0,10.0
136480,2,1.0,1.0,1.0,65.00,,,34,95.0,10.0,10.0,10.0,9.0,10.0
4863369,2,1.0,1.0,1.0,68.00,,10.00,55,97.0,10.0,10.0,10.0,9.0,10.0
7547290,4,1.0,2.0,2.0,110.00,150.00,50.00,15,95.0,10.0,10.0,10.0,9.0,10.0
5918259,2,1.0,1.0,1.0,100.00,100.00,50.00,31,99.0,10.0,10.0,10.0,10.0,10.0
5804875,5,1.0,2.0,2.0,99.00,,,2,100.0,9.0,10.0,10.0,9.0,9.0
8409941,2,1.0,1.0,1.0,34.00,500.00,10.00,12,96.0,10.0,10.0,10.0,10.0,9.0
8409969,2,1.0,1.0,1.0,41.00,500.00,10.00,21,95.0,10.0,10.0,9.0,9.0,10.0
9170870,4,1.0,1.0,2.0,98.00,,100.00,1,80.0,10.0,10.0,10.0,8.0,8.0
6168975,5,2.0,2.0,3.0,188.00,250.00,95.00,26,96.0,10.0,10.0,10.0,10.0,10.0
7263506,3,1.0,0.0,2.0,85.00,350.00,20.00,6,100.0,10.0,10.0,10.0,10.0,10.0
7037522,2,1.0,0.0,1.0,80.00,,25.00,27,96.0,10.0,10.0,10.0,10.0,10.0
1416763,8,1.5,4.0,4.0,150.00,300.00,250.00,28,90.0,9.0,9.0,10.0,9.0,9.0
3726391,5,2.0,3.0,3.0,160.00,500.00,35.00,1,100.0,10.0,10.0,10.0,8.0,10.0
10188794,2,1.0,1.0,1.0,99.00,150.00,25.00,0,,,,,,
3488436,4,1.0,1.0,3.0,75.00,100.00,,30,94.0,10.0,10.0,10.0,9.0,9.0
1277033,4,1.0,1.0,2.0,75.00,,20.00,32,96.0,10.0,10.0,10.0,9.0,10.0
5241195,5,1.0,1.0,1.0,65.00,,65.00,0,,,,,,
2736961,3,1.0,0.0,1.0,95.00,,35.00,54,96.0,10.0,10.0,10.0,9.0,10.0
4716486,4,1.0,1.0,1.0,90.00,500.00,35.00,6,88.0,8.0,10.0,10.0,9.0,9.0
7386675,7,1.0,2.0,5.0,250.00,,,1,100.0,8.0,10.0,10.0,10.0,8.0
5240694,8,1.0,1.0,3.0,115.00,200.00,50.00,16,95.0,10.0,10.0,10.0,9.0,10.0
8566501,4,1.5,1.0,4.0,93.00,,100.00,0,,,,,,
7402861,2,1.0,1.0,1.0,45.00,100.00,,4,95.0,10.0,10.0,10.0,10.0,10.0
741699,4,1.0,2.0,2.0,168.00,,40.00,145,95.0,9.0,10.0,10.0,9.0,9.0
6108006,2,1.0,1.0,1.0,127.00,150.00,50.00,21,99.0,10.0,10.0,10.0,10.0,10.0
8409962,2,1.0,1.0,1.0,35.00,500.00,10.00,12,95.0,10.0,9.0,10.0,9.0,10.0
5834820,2,1.0,1.0,2.0,65.00,,15.00,26,99.0,10.0,10.0,10.0,10.0,10.0
6741135,7,3.5,3.0,5.0,279.00,,125.00,2,100.0,10.0,10.0,10.0,10.0,10.0
6555393,4,1.0,1.0,2.0,93.00,,50.00,14,93.0,10.0,10.0,10.0,10.0,10.0
67270,2,1.0,1.0,1.0,65.00,,,148,96.0,10.0,10.0,10.0,10.0,10.0
7005538,8,2.0,4.0,5.0,150.00,150.00,125.00,4,100.0,10.0,10.0,10.0,9.0,10.0
1827586,8,2.0,3.0,3.0,375.00,250.00,100.00,17,94.0,9.0,10.0,10.0,10.0,10.0
7900497,2,1.0,0.0,1.0,85.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
8157486,2,1.5,1.0,1.0,50.00,,20.00,0,,,,,,
4809486,2,1.0,1.0,1.0,55.00,,25.00,4,100.0,10.0,10.0,10.0,10.0,10.0
9849122,2,1.0,1.0,1.0,35.00,,,2,100.0,10.0,10.0,10.0,10.0,10.0
9351911,2,1.5,1.0,1.0,85.00,,,0,,,,,,
3993960,2,1.0,1.0,1.0,75.00,,20.00,20,96.0,9.0,10.0,10.0,9.0,10.0
8989807,3,1.5,2.0,2.0,70.00,100.00,,0,,,,,,
5299060,2,1.0,1.0,1.0,65.00,200.00,25.00,60,96.0,10.0,10.0,10.0,9.0,10.0
3115801,2,1.0,1.0,1.0,99.00,200.00,40.00,5,100.0,10.0,10.0,10.0,9.0,9.0
9153365,4,1.0,2.0,2.0,75.00,200.00,,1,100.0,10.0,10.0,10.0,10.0,10.0
10015967,2,1.0,1.0,1.0,100.00,,,0,,,,,,
284480,4,1.0,2.0,2.0,129.00,,,0,,,,,,
4916433,4,1.5,1.0,1.0,80.00,100.00,,9,96.0,9.0,10.0,10.0,10.0,9.0
1732441,3,1.0,1.0,2.0,85.00,,20.00,48,98.0,9.0,10.0,10.0,9.0,10.0
2652941,3,1.0,1.0,2.0,95.00,200.00,,37,95.0,10.0,10.0,10.0,9.0,9.0
2809796,3,1.0,0.0,2.0,69.00,,60.00,45,99.0,10.0,10.0,10.0,10.0,10.0
9477539,2,1.0,1.0,1.0,42.00,,25.00,2,100.0,10.0,10.0,10.0,10.0,10.0
4479426,2,1.0,1.0,1.0,70.00,,20.00,15,99.0,10.0,10.0,10.0,10.0,9.0
8276416,2,1.0,1.0,1.0,55.00,100.00,25.00,10,100.0,10.0,10.0,10.0,10.0,10.0
486344,1,1.5,1.0,1.0,47.00,200.00,5.00,45,95.0,9.0,10.0,10.0,9.0,10.0
1980395,6,2.5,2.0,3.0,148.00,500.00,100.00,17,92.0,10.0,10.0,9.0,9.0,10.0
7239217,4,1.0,0.0,2.0,95.00,100.00,60.00,12,97.0,10.0,10.0,10.0,10.0,9.0
1328159,2,2.5,1.0,1.0,49.00,,10.00,57,98.0,10.0,10.0,10.0,10.0,10.0
5838129,2,1.0,1.0,1.0,65.00,,25.00,17,96.0,10.0,10.0,10.0,10.0,10.0
9664395,3,1.0,1.0,1.0,50.00,600.00,20.00,0,,,,,,
4681687,2,1.0,0.0,1.0,58.00,,29.00,41,91.0,9.0,10.0,10.0,9.0,9.0
4264012,2,1.5,1.0,1.0,55.00,100.00,,43,93.0,10.0,10.0,10.0,9.0,9.0
445199,5,1.0,2.0,3.0,129.00,300.00,89.00,84,98.0,10.0,10.0,10.0,9.0,10.0
7514366,3,1.0,2.0,2.0,95.00,,50.00,5,100.0,9.0,10.0,10.0,9.0,10.0
5236979,3,1.0,1.0,2.0,49.00,,24.00,36,96.0,10.0,10.0,10.0,9.0,10.0
8555304,2,1.0,1.0,1.0,85.00,,10.00,1,80.0,6.0,10.0,10.0,10.0,10.0
8847951,4,1.0,2.0,2.0,100.00,500.00,35.00,0,,,,,,
3124383,2,1.0,1.0,1.0,59.00,,25.00,22,95.0,9.0,10.0,10.0,9.0,10.0
5863446,2,1.0,1.0,1.0,55.00,,30.00,0,,,,,,
9155422,1,1.0,1.0,1.0,55.00,,,0,,,,,,
5047188,2,1.0,1.0,1.0,51.00,,,2,100.0,10.0,10.0,10.0,10.0,10.0
5825701,8,2.0,4.0,4.0,200.00,500.00,125.00,30,98.0,10.0,10.0,10.0,10.0,10.0
5499882,5,1.0,2.0,2.0,100.00,,50.00,37,96.0,10.0,10.0,10.0,9.0,10.0
7529124,2,1.0,0.0,1.0,79.00,195.00,,20,97.0,10.0,10.0,10.0,9.0,10.0
7995944,2,1.0,1.0,1.0,90.00,100.00,20.00,25,96.0,10.0,10.0,10.0,9.0,9.0
5538874,1,1.0,1.0,1.0,30.00,100.00,75.00,3,100.0,10.0,10.0,10.0,10.0,10.0
4941356,1,1.0,1.0,1.0,35.00,,,16,89.0,9.0,9.0,9.0,9.0,9.0
7679928,2,1.0,1.0,1.0,45.00,,5.00,3,87.0,9.0,10.0,10.0,10.0,10.0
10385,2,,1.0,1.0,60.00,,30.00,74,94.0,10.0,9.0,10.0,9.0,10.0
4507137,1,0.0,1.0,1.0,50.00,,,0,,,,,,
7653539,5,1.0,1.0,3.0,95.00,,60.00,3,87.0,9.0,9.0,9.0,9.0,9.0
5863558,2,1.0,1.0,1.0,64.00,,18.00,3,93.0,8.0,10.0,10.0,10.0,9.0
8472954,4,1.0,1.0,2.0,51.00,,,3,100.0,10.0,10.0,10.0,10.0,10.0
7952930,4,1.0,1.0,2.0,75.00,,10.00,12,92.0,9.0,9.0,10.0,10.0,10.0
8556665,4,2.0,2.0,3.0,94.00,100.00,70.00,6,100.0,10.0,10.0,10.0,10.0,10.0
5500752,2,1.0,1.0,1.0,100.00,100.00,45.00,4,100.0,10.0,10.0,10.0,10.0,10.0
9048029,3,1.0,1.0,2.0,90.00,,125.00,0,,,,,,
4423130,3,1.0,1.0,2.0,69.00,,10.00,27,93.0,10.0,10.0,10.0,9.0,10.0
8473056,8,1.0,3.0,3.0,139.00,,10.00,2,90.0,8.0,9.0,10.0,10.0,10.0
2071305,1,1.0,1.0,1.0,55.00,200.00,75.00,11,100.0,10.0,10.0,10.0,9.0,10.0
817115,3,1.0,1.0,1.0,50.00,,20.00,121,93.0,9.0,10.0,10.0,9.0,9.0
6895132,3,1.0,1.0,1.0,120.00,100.00,50.00,4,100.0,10.0,10.0,10.0,9.0,10.0
8255196,2,2.0,1.0,2.0,59.00,,,4,80.0,8.0,10.0,10.0,9.0,10.0
5051529,8,2.0,3.0,3.0,135.00,300.00,90.00,10,96.0,10.0,10.0,9.0,9.0,10.0
5337848,2,1.0,1.0,1.0,110.00,,20.00,37,99.0,10.0,10.0,10.0,10.0,10.0
20868,6,1.0,2.0,2.0,137.00,,40.00,91,94.0,10.0,10.0,10.0,9.0,9.0
8385444,4,1.0,1.0,2.0,67.00,250.00,20.00,6,93.0,9.0,10.0,10.0,10.0,10.0
637326,4,1.0,1.0,1.0,110.00,,40.00,18,97.0,10.0,10.0,10.0,10.0,10.0
6557767,2,1.0,1.0,1.0,65.00,,15.00,33,95.0,10.0,10.0,10.0,9.0,10.0
4869458,1,1.0,1.0,1.0,37.00,,6.00,13,100.0,10.0,10.0,10.0,10.0,10.0
5319948,2,1.0,1.0,1.0,65.00,,35.00,11,98.0,10.0,10.0,10.0,9.0,10.0
7638282,2,1.0,1.0,1.0,130.00,,35.00,17,100.0,10.0,10.0,10.0,9.0,10.0
11411,2,,1.0,1.0,60.00,,20.00,47,93.0,10.0,10.0,10.0,9.0,9.0
723846,3,1.0,0.0,1.0,79.00,300.00,65.00,43,96.0,10.0,10.0,10.0,9.0,10.0
10104370,4,1.0,2.0,2.0,72.00,,,0,,,,,,
5041669,4,1.0,1.0,1.0,95.00,,65.00,5,96.0,10.0,10.0,10.0,10.0,10.0
2197982,2,1.0,0.0,1.0,80.00,150.00,60.00,72,98.0,10.0,10.0,10.0,9.0,10.0
10695,4,,1.0,2.0,109.00,,40.00,12,95.0,10.0,10.0,10.0,9.0,10.0
6005222,3,1.0,1.0,2.0,50.00,,60.00,0,,,,,,
3317940,2,1.0,1.0,1.0,85.00,,40.00,45,98.0,10.0,10.0,10.0,10.0,10.0
8099917,4,1.0,2.0,2.0,115.00,,100.00,0,,,,,,
8617171,6,1.0,2.0,3.0,98.00,,,4,100.0,10.0,10.0,10.0,10.0,10.0
4181226,2,1.0,1.0,1.0,109.00,1000.00,50.00,1,100.0,10.0,,10.0,10.0,10.0
7074024,1,1.0,1.0,1.0,28.00,95.00,25.00,4,95.0,10.0,10.0,10.0,10.0,10.0
2729077,1,2.5,1.0,1.0,39.00,100.00,50.00,0,,,,,,
7483750,2,1.0,1.0,1.0,63.00,,,53,94.0,9.0,10.0,10.0,9.0,9.0
9030929,3,1.0,1.0,1.0,35.00,,,6,97.0,10.0,10.0,10.0,10.0,10.0
1764233,1,1.0,1.0,1.0,42.00,,35.00,12,65.0,6.0,8.0,8.0,9.0,8.0
6218849,2,2.0,1.0,1.0,29.00,295.00,25.00,3,100.0,10.0,10.0,10.0,10.0,10.0
4030600,2,1.0,1.0,1.0,70.00,,20.00,32,95.0,10.0,10.0,10.0,10.0,9.0
4637801,2,1.0,1.0,1.0,74.00,250.00,,8,98.0,10.0,10.0,10.0,10.0,9.0
2056276,1,1.0,1.0,1.0,75.00,,30.00,1,100.0,10.0,10.0,10.0,8.0,8.0
6214998,2,1.0,1.0,1.0,85.00,,45.00,7,97.0,10.0,10.0,10.0,9.0,9.0
9168049,2,2.0,1.0,2.0,50.00,,,0,,,,,,
10211928,2,1.0,1.0,1.0,125.00,,,0,,,,,,
387464,2,1.0,1.0,1.0,93.00,,20.00,147,99.0,10.0,10.0,10.0,10.0,10.0
53867,3,1.0,1.0,1.0,86.00,,20.00,287,96.0,10.0,10.0,10.0,9.0,10.0
3146212,4,1.0,1.0,2.0,80.00,,15.00,52,98.0,10.0,10.0,10.0,10.0,10.0
107046,8,2.0,4.0,6.0,280.00,550.00,150.00,22,98.0,10.0,10.0,10.0,10.0,10.0
4629020,6,1.0,2.0,4.0,138.00,,100.00,2,100.0,9.0,9.0,9.0,9.0,10.0
4324317,2,1.0,0.0,1.0,100.00,700.00,,17,87.0,9.0,10.0,9.0,9.0,9.0
6629278,2,1.0,1.0,1.0,45.00,200.00,30.00,8,95.0,9.0,10.0,10.0,9.0,9.0
8958290,2,1.0,1.0,1.0,39.00,,,2,100.0,10.0,10.0,9.0,10.0,10.0
6676926,6,1.0,2.0,3.0,127.00,150.00,25.00,35,99.0,10.0,10.0,10.0,10.0,10.0
7934356,3,1.0,2.0,3.0,110.00,,,3,67.0,7.0,10.0,10.0,8.0,7.0
4701141,2,1.0,1.0,1.0,40.00,,20.00,2,100.0,10.0,10.0,10.0,10.0,10.0
7274556,1,1.5,1.0,1.0,40.00,200.00,15.00,12,98.0,10.0,10.0,10.0,10.0,10.0
9186681,3,1.0,1.0,1.0,90.00,,,0,,,,,,
6907671,4,1.0,1.0,2.0,125.00,150.00,35.00,6,77.0,9.0,9.0,9.0,8.0,8.0
1534622,1,1.0,1.0,1.0,39.00,,40.00,16,83.0,9.0,9.0,9.0,10.0,8.0
6627129,3,1.0,1.0,2.0,80.00,,,0,,,,,,
1750010,8,2.5,3.0,3.0,325.00,150.00,100.00,12,76.0,9.0,10.0,9.0,9.0,7.0
5805162,4,1.0,2.0,1.0,95.00,100.00,50.00,29,99.0,10.0,10.0,10.0,10.0,10.0
1136522,6,1.0,1.0,2.0,115.00,100.00,70.00,15,87.0,9.0,9.0,9.0,9.0,9.0
4892529,8,1.0,3.0,4.0,245.00,100.00,60.00,3,53.0,7.0,10.0,9.0,9.0,6.0
2420536,4,1.0,1.0,2.0,69.00,150.00,50.00,76,95.0,10.0,10.0,10.0,9.0,10.0
6612940,3,1.0,1.0,1.0,129.00,,,3,100.0,10.0,10.0,10.0,10.0,10.0
5471427,2,1.0,1.0,1.0,28.00,295.00,25.00,8,90.0,9.0,10.0,9.0,8.0,9.0
8714974,1,1.0,1.0,1.0,49.00,185.00,10.00,0,,,,,,
8101791,2,1.0,1.0,2.0,110.00,,50.00,0,,,,,,
6599960,3,1.0,1.0,1.0,105.00,100.00,30.00,13,91.0,9.0,10.0,10.0,9.0,9.0
8002965,1,1.0,1.0,1.0,38.00,,5.00,10,96.0,10.0,10.0,10.0,10.0,10.0
8715320,4,1.0,2.0,2.0,130.00,600.00,45.00,0,,,,,,
