id,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
6646985,1,2.0,1.0,1.0,35.00,,10.00,49,93.0,10.0,10.0,10.0,9.0,9.0
3582883,2,2.0,1.0,1.0,55.00,,10.00,93,91.0,9.0,10.0,9.0,9.0,9.0
6939472,1,2.0,1.0,1.0,35.00,,10.00,44,93.0,10.0,10.0,9.0,9.0,10.0
4518037,1,1.0,1.0,1.0,35.00,150.00,,34,94.0,10.0,10.0,10.0,9.0,10.0
3951768,2,1.0,1.0,1.0,58.00,120.00,15.00,37,89.0,9.0,9.0,10.0,8.0,9.0
7007598,6,2.5,3.0,3.0,170.00,500.00,125.00,5,92.0,10.0,10.0,10.0,8.0,10.0
7800238,2,1.0,1.0,1.0,85.00,,,18,99.0,10.0,10.0,10.0,10.0,10.0
4581256,1,1.0,1.0,1.0,38.00,,,27,89.0,10.0,9.0,9.0,9.0,9.0
4163851,3,2.5,2.0,2.0,104.00,350.00,75.00,19,93.0,10.0,10.0,9.0,8.0,9.0
479653,10,2.0,4.0,7.0,150.00,200.00,175.00,59,93.0,9.0,10.0,10.0,9.0,10.0
6647442,2,2.0,1.0,1.0,55.00,,10.00,41,93.0,10.0,10.0,9.0,9.0,9.0
7247518,2,1.0,1.0,1.0,130.00,,60.00,4,95.0,10.0,10.0,10.0,9.0,10.0
6831239,1,1.0,1.0,1.0,38.00,,,9,91.0,10.0,9.0,9.0,9.0,10.0
108765,2,1.0,1.0,1.0,122.00,,,35,99.0,10.0,10.0,10.0,10.0,10.0
8174943,2,1.0,1.0,1.0,55.00,,,4,100.0,10.0,10.0,10.0,10.0,10.0
6360895,6,1.0,3.0,3.0,109.00,,,29,97.0,10.0,10.0,10.0,9.0,10.0
6363765,6,1.0,2.0,3.0,199.00,250.00,100.00,21,88.0,9.0,9.0,9.0,9.0,9.0
6183330,4,1.0,1.0,2.0,100.00,200.00,50.00,16,95.0,10.0,10.0,10.0,10.0,10.0
2612025,2,1.0,1.0,2.0,45.00,150.00,15.00,82,91.0,10.0,10.0,10.0,9.0,9.0
7630155,2,1.0,1.0,1.0,80.00,,25.00,2,100.0,10.0,10.0,10.0,10.0,10.0
8118346,1,1.0,1.0,1.0,80.00,,,0,,,,,,
6105021,2,1.0,0.0,1.0,99.00,500.00,,18,98.0,10.0,10.0,10.0,9.0,10.0
10299108,2,1.0,1.0,1.0,58.00,,,0,,,,,,
6626493,2,1.0,1.0,1.0,69.00,175.00,20.00,15,97.0,10.0,10.0,10.0,9.0,10.0
573942,2,3.0,1.0,1.0,65.00,100.00,10.00,77,95.0,9.0,9.0,9.0,9.0,9.0
9314106,2,1.0,1.0,1.0,38.00,2000.00,,0,,,,,,
9814376,2,1.0,1.0,1.0,60.00,100.00,15.00,0,,,,,,
9564093,2,1.0,1.0,1.0,60.00,,10.00,3,87.0,9.0,10.0,10.0,8.0,9.0
1652107,8,1.0,3.0,3.0,175.00,250.00,100.00,56,92.0,9.0,10.0,10.0,8.0,9.0
609252,4,,1.0,,280.00,,,0,,,,,,
942490,5,1.0,1.0,2.0,80.00,,,74,86.0,9.0,10.0,9.0,9.0,9.0
8653722,2,1.0,0.0,1.0,85.00,150.00,50.00,5,96.0,10.0,10.0,10.0,9.0,10.0
7562591,6,2.0,3.0,4.0,215.00,400.00,160.00,1,100.0,10.0,10.0,10.0,10.0,10.0
9636238,2,1.0,1.0,1.0,120.00,,,0,,,,,,
823989,6,1.0,2.0,3.0,105.00,200.00,30.00,55,92.0,9.0,9.0,9.0,8.0,9.0
7596934,2,1.0,0.0,1.0,90.00,,50.00,4,95.0,10.0,10.0,10.0,10.0,10.0
6832592,6,1.0,2.0,3.0,125.00,500.00,99.00,15,95.0,10.0,10.0,10.0,10.0,9.0
3922853,4,1.0,2.0,2.0,105.00,100.00,75.00,14,99.0,10.0,10.0,10.0,10.0,10.0
9475641,6,2.5,3.0,3.0,98.00,500.00,40.00,0,,,,,,
8718936,1,1.0,1.0,1.0,44.00,300.00,100.00,0,,,,,,
9075558,2,1.0,1.0,1.0,34.00,,,6,57.0,5.0,8.0,9.0,8.0,7.0
671828,1,2.5,1.0,1.0,50.00,500.00,,0,,,,,,
6660186,2,1.5,1.0,1.0,85.00,100.00,35.00,16,95.0,10.0,10.0,10.0,10.0,9.0
716829,1,,1.0,1.0,62.00,,25.00,1,71.0,6.0,6.0,4.0,8.0,8.0
3916050,1,1.0,1.0,1.0,49.00,,,39,86.0,8.0,9.0,9.0,9.0,8.0
2187906,2,0.5,1.0,1.0,50.00,,,21,93.0,9.0,10.0,10.0,9.0,9.0
9091301,2,1.0,1.0,1.0,50.00,,,3,87.0,10.0,10.0,10.0,9.0,9.0
9048584,2,1.0,1.0,1.0,70.00,,20.00,0,,,,,,
7382368,2,1.0,1.0,1.0,40.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
5278993,2,1.0,1.0,1.0,40.00,,,1,100.0,,,,,
8717758,1,1.0,1.0,1.0,38.00,300.00,50.00,0,,,,,,
10299195,1,1.0,1.0,1.0,26.00,,5.00,0,,,,,,
7064681,2,1.0,1.0,2.0,25.00,,,4,90.0,10.0,10.0,10.0,9.0,10.0
1935439,2,2.0,1.0,1.0,49.00,400.00,30.00,3,80.0,8.0,8.0,7.0,10.0,9.0
5931372,6,1.5,2.0,3.0,129.00,,35.00,12,80.0,8.0,9.0,9.0,8.0,9.0
1984692,5,2.0,2.0,2.0,175.00,250.00,80.00,5,100.0,10.0,10.0,10.0,9.0,10.0
4360604,2,1.0,1.0,2.0,42.00,100.00,25.00,16,95.0,9.0,10.0,10.0,9.0,10.0
9712348,4,1.5,2.0,2.0,126.00,100.00,100.00,0,,,,,,
7151107,6,3.5,3.0,3.0,299.00,100.00,100.00,5,100.0,10.0,10.0,10.0,10.0,10.0
7935437,5,1.0,1.0,2.0,99.00,,40.00,3,100.0,10.0,9.0,10.0,9.0,10.0
6364753,4,1.5,2.0,2.0,175.00,,100.00,4,100.0,10.0,10.0,10.0,10.0,10.0
7952032,4,1.0,1.0,1.0,125.00,150.00,35.00,0,,,,,,
6166307,3,1.0,1.0,2.0,120.00,200.00,50.00,21,97.0,10.0,10.0,10.0,9.0,9.0
3282760,2,1.0,1.0,1.0,42.00,,,0,,,,,,
6411259,2,1.0,1.0,1.0,56.00,,25.00,31,94.0,9.0,10.0,10.0,10.0,9.0
670262,1,1.0,1.0,1.0,55.00,500.00,,2,100.0,10.0,10.0,10.0,10.0,9.0
8411663,2,1.5,1.0,1.0,55.00,95.00,20.00,0,,,,,,
6926511,6,2.0,2.0,2.0,235.00,,60.00,7,100.0,10.0,10.0,10.0,10.0,10.0
9908591,4,1.0,1.0,1.0,100.00,,,2,100.0,,,,,
5640722,2,1.0,1.0,1.0,60.00,100.00,30.00,29,99.0,10.0,10.0,10.0,9.0,10.0
6701018,4,1.0,1.0,1.0,67.00,300.00,125.00,21,84.0,9.0,10.0,9.0,7.0,9.0
3653575,4,1.0,1.0,1.0,95.00,200.00,50.00,26,97.0,10.0,10.0,10.0,10.0,10.0
7647221,5,2.0,2.0,2.0,115.00,100.00,20.00,3,93.0,9.0,10.0,10.0,9.0,9.0
3637180,2,1.0,1.0,1.0,50.00,,20.00,58,95.0,10.0,10.0,10.0,9.0,10.0
6215199,6,2.0,3.0,4.0,199.00,,,7,91.0,9.0,9.0,9.0,7.0,9.0
714043,3,1.0,1.0,1.0,86.00,500.00,80.00,36,96.0,9.0,10.0,10.0,9.0,9.0
3890990,7,1.0,2.0,4.0,175.00,250.00,100.00,57,91.0,9.0,10.0,10.0,9.0,9.0
4038347,1,1.0,1.0,1.0,55.00,,,48,83.0,8.0,9.0,9.0,9.0,9.0
523883,2,1.0,1.0,1.0,68.00,100.00,,49,93.0,10.0,10.0,10.0,9.0,9.0
4111954,2,1.0,1.0,1.0,60.00,100.00,30.00,11,95.0,9.0,10.0,10.0,10.0,9.0
4693488,2,1.0,1.0,1.0,90.00,,35.00,22,98.0,10.0,10.0,10.0,10.0,10.0
5127136,8,1.5,3.0,4.0,139.00,300.00,100.00,43,98.0,10.0,10.0,10.0,9.0,10.0
7674720,2,1.0,1.0,1.0,51.00,95.00,5.00,2,100.0,10.0,10.0,10.0,10.0,10.0
8028801,2,1.0,1.0,1.0,50.00,,,14,94.0,9.0,10.0,10.0,10.0,10.0
9050781,4,1.0,2.0,2.0,115.00,500.00,75.00,0,,,,,,
178844,3,1.0,1.0,2.0,80.00,,25.00,2,100.0,10.0,10.0,10.0,10.0,10.0
8034871,2,1.0,1.0,1.0,95.00,,20.00,6,100.0,10.0,10.0,10.0,9.0,10.0
3208330,2,2.0,1.0,1.0,85.00,,30.00,52,96.0,10.0,10.0,10.0,9.0,10.0
9492036,3,1.0,1.0,1.0,75.00,,,0,,,,,,
4863533,5,1.0,2.0,6.0,100.00,,,2,90.0,8.0,10.0,10.0,10.0,9.0
4360485,2,1.0,1.0,1.0,63.00,100.00,50.00,16,96.0,9.0,10.0,10.0,10.0,10.0
8194286,4,1.0,2.0,1.0,100.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
5524847,5,1.0,2.0,3.0,135.00,300.00,95.00,20,91.0,10.0,10.0,10.0,9.0,9.0
9236814,4,2.0,2.0,2.0,125.00,,60.00,0,,,,,,
8483744,4,1.0,1.0,2.0,69.00,250.00,50.00,1,80.0,10.0,10.0,10.0,10.0,10.0
609421,4,1.0,1.0,3.0,280.00,,50.00,2,90.0,10.0,10.0,10.0,9.0,9.0
3543247,4,1.0,1.0,3.0,160.00,,60.00,58,100.0,10.0,10.0,10.0,10.0,10.0
4567243,4,1.0,1.0,2.0,75.00,,50.00,2,100.0,10.0,10.0,10.0,10.0,10.0
749758,5,1.0,3.0,3.0,98.00,,,13,85.0,9.0,10.0,10.0,9.0,9.0
4854767,3,1.0,2.0,2.0,109.00,200.00,75.00,19,93.0,9.0,10.0,10.0,10.0,9.0
8129537,5,1.0,3.0,3.0,125.00,,100.00,0,,,,,,
5014835,5,2.0,4.0,3.0,225.00,,50.00,2,100.0,10.0,10.0,10.0,10.0,10.0
421168,2,1.0,1.0,1.0,69.00,,10.00,209,96.0,10.0,10.0,10.0,9.0,10.0
58503,4,1.0,2.0,3.0,75.00,,,76,94.0,9.0,10.0,10.0,10.0,9.0
7881802,10,3.0,4.0,5.0,300.00,250.00,159.00,4,85.0,9.0,9.0,9.0,10.0,9.0
9562586,2,1.0,1.0,1.0,60.00,,40.00,0,,,,,,
10340165,2,1.0,1.0,2.0,43.00,,,0,,,,,,
370361,2,1.0,1.0,1.0,85.00,,50.00,113,98.0,10.0,10.0,10.0,10.0,10.0
3753645,2,1.0,1.0,1.0,110.00,,,0,,,,,,
3535171,2,1.0,1.0,1.0,52.00,,20.00,44,95.0,10.0,10.0,10.0,10.0,10.0
2037250,2,1.0,1.0,1.0,100.00,,50.00,23,97.0,10.0,10.0,10.0,10.0,9.0
2605975,1,1.0,1.0,1.0,50.00,,10.00,52,89.0,9.0,10.0,9.0,9.0,9.0
4825472,2,1.0,1.0,1.0,35.00,500.00,50.00,15,89.0,9.0,10.0,10.0,9.0,9.0
5500398,2,1.0,1.0,1.0,66.00,100.00,20.00,24,94.0,10.0,9.0,9.0,9.0,10.0
587584,4,1.0,2.0,2.0,99.00,500.00,80.00,11,100.0,9.0,10.0,10.0,9.0,9.0
1220816,7,1.0,2.0,3.0,89.00,,45.00,56,90.0,10.0,10.0,10.0,9.0,9.0
354453,4,,2.0,4.0,150.00,,50.00,0,,,,,,
9576550,1,1.0,1.0,1.0,90.00,,,0,,,,,,
3793790,2,1.0,1.0,1.0,45.00,,,39,97.0,10.0,10.0,10.0,9.0,10.0
9013210,2,1.5,1.0,1.0,60.00,,,3,100.0,10.0,10.0,10.0,9.0,10.0
9863457,2,1.0,1.0,1.0,50.00,100.00,15.00,0,,,,,,
23356,10,2.0,3.0,3.0,215.00,200.00,,6,83.0,9.0,10.0,9.0,7.0,8.0
6425537,2,1.0,0.0,1.0,138.00,,,11,88.0,8.0,10.0,10.0,9.0,9.0
7921453,4,1.0,0.0,2.0,375.00,,,0,,,,,,
8634897,6,2.5,3.0,3.0,270.00,300.00,55.00,6,100.0,10.0,10.0,10.0,10.0,10.0
3604931,9,4.0,5.0,5.0,495.00,300.00,150.00,2,100.0,10.0,10.0,10.0,10.0,10.0
6937492,4,1.5,2.0,3.0,165.00,,75.00,14,91.0,10.0,10.0,10.0,10.0,10.0
1048798,4,2.0,1.0,2.0,129.00,500.00,100.00,106,99.0,10.0,10.0,10.0,10.0,10.0
613020,2,1.0,1.0,2.0,75.00,,10.00,105,97.0,10.0,10.0,10.0,10.0,10.0
9109293,2,1.0,1.0,1.0,80.00,200.00,,0,,,,,,
6215943,7,1.5,3.0,4.0,177.00,250.00,100.00,7,90.0,9.0,10.0,9.0,9.0,10.0
4069543,5,1.5,1.0,2.0,85.00,,,67,98.0,10.0,10.0,10.0,10.0,10.0
3986788,2,1.0,1.0,1.0,87.00,100.00,35.00,6,90.0,10.0,9.0,9.0,10.0,10.0
3968416,2,1.0,1.0,1.0,78.00,,,31,100.0,10.0,10.0,10.0,10.0,10.0
1806899,2,1.5,1.0,1.0,60.00,,,70,96.0,10.0,10.0,10.0,9.0,10.0
6168769,2,1.0,1.0,1.0,80.00,,25.00,4,100.0,10.0,10.0,10.0,10.0,10.0
8187592,4,2.5,2.0,2.0,180.00,300.00,80.00,2,100.0,10.0,10.0,10.0,10.0,10.0
1925661,2,1.0,1.0,1.0,39.00,300.00,35.00,23,96.0,10.0,10.0,10.0,9.0,9.0
4760968,2,1.0,1.0,1.0,60.00,,5.00,64,98.0,10.0,10.0,10.0,10.0,10.0
3953365,1,1.0,1.0,1.0,42.00,150.00,,57,96.0,10.0,10.0,10.0,9.0,9.0
4909327,2,1.5,1.0,1.0,126.00,300.00,50.00,14,97.0,10.0,10.0,10.0,9.0,10.0
7828509,1,1.0,1.0,1.0,60.00,,,1,100.0,8.0,10.0,10.0,10.0,8.0
4903296,2,1.0,1.0,1.0,99.00,,,0,,,,,,
1323634,3,2.0,1.0,2.0,89.00,100.00,40.00,1,100.0,10.0,10.0,10.0,10.0,10.0
571640,3,1.0,1.0,2.0,79.00,100.00,40.00,7,90.0,9.0,10.0,10.0,8.0,9.0
613151,6,1.0,1.0,4.0,169.00,100.00,65.00,4,87.0,7.0,6.0,6.0,7.0,7.0
278192,3,1.0,1.0,3.0,79.00,95.00,50.00,14,95.0,8.0,10.0,10.0,8.0,9.0
571651,2,1.0,1.0,1.0,69.00,100.00,35.00,4,86.0,8.0,10.0,10.0,8.0,8.0
7883181,1,1.0,1.0,1.0,60.00,,,4,90.0,9.0,10.0,10.0,9.0,9.0
7718139,4,0.5,1.0,2.0,65.00,,,4,100.0,10.0,10.0,10.0,10.0,9.0
6572501,4,2.0,2.0,2.0,260.00,500.00,100.00,0,,,,,,
4668327,2,1.5,1.0,1.0,100.00,,35.00,18,91.0,9.0,10.0,9.0,9.0,9.0
7636185,3,1.0,0.0,1.0,90.00,250.00,50.00,24,98.0,10.0,10.0,10.0,9.0,10.0
6421243,2,1.0,1.0,1.0,59.00,200.00,70.00,14,86.0,10.0,10.0,10.0,9.0,8.0
5580773,3,1.0,2.0,2.0,70.00,,30.00,8,91.0,9.0,10.0,10.0,10.0,10.0
8737284,3,1.0,1.0,2.0,65.00,,15.00,3,93.0,8.0,10.0,10.0,9.0,10.0
958475,6,1.0,2.0,2.0,85.00,250.00,35.00,99,97.0,10.0,10.0,10.0,9.0,10.0
8605841,4,1.0,1.0,1.0,74.00,,45.00,2,70.0,10.0,10.0,10.0,10.0,10.0
7500728,2,1.0,0.0,1.0,99.00,,60.00,14,94.0,10.0,10.0,10.0,9.0,9.0
606297,14,3.0,5.0,9.0,399.00,300.00,155.00,81,87.0,8.0,9.0,9.0,8.0,8.0
9094366,6,2.5,3.0,4.0,300.00,,,0,,,,,,
7096107,2,0.5,1.0,1.0,65.00,,,10,92.0,9.0,10.0,10.0,10.0,8.0
9496612,2,1.0,1.0,2.0,79.00,150.00,,0,,,,,,
8785768,2,1.0,1.0,1.0,75.00,,25.00,0,,,,,,
143580,2,,1.0,1.0,75.00,100.00,,238,94.0,9.0,10.0,10.0,9.0,9.0
611500,8,2.0,3.0,5.0,219.00,150.00,99.00,29,86.0,9.0,10.0,10.0,8.0,8.0
264829,7,1.0,2.0,4.0,165.00,150.00,75.00,41,89.0,8.0,9.0,10.0,8.0,9.0
1856851,2,1.5,1.0,1.0,87.00,,15.00,45,95.0,10.0,10.0,10.0,9.0,9.0
1317919,6,2.0,2.0,3.0,169.00,125.00,75.00,0,,,,,,
392140,2,1.0,1.0,1.0,75.00,,,137,97.0,9.0,10.0,10.0,9.0,9.0
3139972,1,1.0,1.0,1.0,30.00,,8.00,81,94.0,9.0,10.0,10.0,9.0,10.0
10020221,2,1.0,1.0,1.0,55.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
8759443,2,1.0,1.0,2.0,45.00,,10.00,2,100.0,10.0,10.0,10.0,10.0,10.0
6317449,1,1.0,1.0,1.0,50.00,,25.00,2,100.0,10.0,10.0,10.0,10.0,10.0
6416765,6,2.0,2.0,2.0,149.00,750.00,125.00,21,87.0,10.0,10.0,10.0,8.0,9.0
5056580,2,1.0,1.0,1.0,99.00,100.00,20.00,100,100.0,10.0,10.0,10.0,10.0,10.0
6793490,3,1.0,1.0,1.0,69.00,150.00,65.00,26,95.0,10.0,10.0,10.0,9.0,10.0
2069917,3,1.0,1.0,1.0,69.00,200.00,70.00,18,91.0,10.0,10.0,10.0,9.0,9.0
3258585,2,1.0,1.0,1.0,80.00,,,59,97.0,10.0,10.0,10.0,9.0,9.0
815017,2,1.0,1.0,1.0,55.00,,10.00,136,94.0,8.0,10.0,10.0,10.0,9.0
6610942,2,1.0,1.0,1.0,75.00,,50.00,14,94.0,10.0,10.0,10.0,10.0,10.0
5365612,2,1.0,1.0,1.0,50.00,200.00,30.00,5,100.0,10.0,10.0,10.0,8.0,8.0
1556170,3,1.0,1.0,1.0,69.00,200.00,70.00,68,91.0,10.0,10.0,10.0,9.0,9.0
2486612,5,1.0,1.0,4.0,112.00,,20.00,65,91.0,9.0,10.0,10.0,9.0,9.0
7748778,3,1.0,1.0,2.0,150.00,,,0,,,,,,
6872650,3,1.0,1.0,1.0,65.00,,,35,98.0,10.0,10.0,10.0,10.0,10.0
7634011,6,1.0,3.0,3.0,104.00,100.00,50.00,24,82.0,8.0,9.0,9.0,9.0,9.0
1898511,1,1.5,1.0,1.0,60.00,,10.00,34,95.0,10.0,9.0,10.0,9.0,9.0
8067053,2,1.0,1.0,1.0,60.00,,,3,80.0,6.0,8.0,10.0,9.0,9.0
1872885,1,2.5,1.0,2.0,105.00,300.00,120.00,5,100.0,9.0,10.0,9.0,9.0,9.0
6561379,5,1.0,2.0,2.0,144.00,,85.00,15,99.0,10.0,10.0,10.0,10.0,10.0
265901,2,1.0,1.0,1.0,69.00,100.00,40.00,15,98.0,10.0,10.0,10.0,9.0,10.0
392779,4,1.0,2.0,2.0,108.00,250.00,85.00,80,98.0,10.0,10.0,10.0,9.0,9.0
202174,4,2.0,1.0,1.0,159.00,,80.00,14,96.0,10.0,10.0,10.0,9.0,9.0
7853358,4,1.0,2.0,3.0,85.00,200.00,50.00,11,98.0,10.0,10.0,10.0,9.0,10.0
2197168,4,1.0,2.0,2.0,135.00,250.00,50.00,79,99.0,10.0,10.0,10.0,10.0,10.0
4075152,2,1.0,1.0,1.0,89.00,,30.00,0,,,,,,
5593399,3,1.0,1.0,2.0,120.00,,20.00,7,91.0,9.0,10.0,10.0,9.0,9.0
366301,3,1.0,1.0,1.0,70.00,300.00,50.00,9,91.0,9.0,10.0,10.0,9.0,9.0
6644628,2,1.5,1.0,1.0,150.00,,25.00,9,96.0,10.0,9.0,10.0,9.0,9.0
3593582,5,2.5,2.0,2.0,120.00,100.00,40.00,1,80.0,6.0,10.0,10.0,10.0,10.0
6716620,2,0.5,1.0,1.0,65.00,,,14,96.0,9.0,10.0,10.0,9.0,9.0
6796066,1,1.0,1.0,1.0,60.00,,,10,98.0,8.0,10.0,10.0,10.0,9.0
3977450,1,1.0,1.0,1.0,36.00,150.00,,67,94.0,10.0,10.0,10.0,9.0,10.0
793629,2,1.0,1.0,1.0,95.00,200.00,65.00,109,95.0,10.0,10.0,10.0,9.0,10.0
9110410,2,1.0,1.0,1.0,88.00,,,0,,,,,,
5705161,3,1.0,1.0,2.0,75.00,100.00,15.00,93,96.0,10.0,10.0,10.0,9.0,10.0
8596938,6,1.0,2.0,2.0,130.00,,,0,,,,,,
5364119,2,1.0,1.0,1.0,63.00,,,23,100.0,10.0,10.0,10.0,10.0,10.0
6211882,2,1.0,1.0,1.0,60.00,300.00,30.00,13,97.0,10.0,10.0,10.0,10.0,9.0
4374326,1,1.0,1.0,1.0,37.00,150.00,,46,95.0,9.0,10.0,10.0,9.0,9.0
7887651,2,1.0,1.0,1.0,85.00,300.00,30.00,3,100.0,10.0,10.0,10.0,9.0,9.0
9013441,2,1.0,1.0,1.0,85.00,95.00,,3,100.0,10.0,10.0,10.0,10.0,10.0
7362757,4,1.0,1.0,3.0,84.00,150.00,25.00,52,97.0,10.0,10.0,10.0,9.0,10.0
9609152,5,1.0,2.0,3.0,275.00,,155.00,0,,,,,,
4639040,1,1.0,1.0,1.0,39.00,200.00,50.00,12,98.0,9.0,10.0,10.0,10.0,10.0
2586350,5,1.0,1.0,2.0,105.00,95.00,40.00,68,94.0,10.0,10.0,10.0,8.0,9.0
6482409,3,0.5,0.0,2.0,105.00,200.00,40.00,39,97.0,10.0,10.0,10.0,9.0,10.0
8089214,1,1.0,1.0,1.0,40.00,,,0,,,,,,
8409975,2,1.0,1.0,1.0,34.00,500.00,10.00,11,93.0,9.0,9.0,9.0,9.0,10.0
8409926,3,1.0,1.0,2.0,35.00,500.00,15.00,15,92.0,9.0,9.0,8.0,9.0,10.0
6107518,2,1.0,1.0,1.0,65.00,,25.00,31,97.0,10.0,10.0,10.0,9.0,10.0
9797000,4,1.0,1.0,2.0,75.00,250.00,20.00,2,90.0,10.0,10.0,10.0,10.0,10.0
5242148,12,3.0,4.0,6.0,199.00,199.00,189.00,36,98.0,10.0,10.0,10.0,9.0,10.0
3372535,2,1.0,1.0,1.0,45.00,200.00,50.00,25,96.0,9.0,10.0,10.0,9.0,9.0
995443,2,1.0,1.0,1.0,85.00,100.00,,17,96.0,9.0,10.0,10.0,9.0,9.0
3279728,5,2.5,3.0,3.0,150.00,,200.00,9,89.0,9.0,10.0,10.0,9.0,9.0
8446766,3,1.0,1.0,1.0,41.00,,,3,100.0,10.0,10.0,10.0,10.0,10.0
9733841,2,1.0,1.0,1.0,45.00,,,0,,,,,,
5852034,4,1.0,1.0,2.0,99.00,95.00,25.00,54,97.0,10.0,10.0,10.0,9.0,10.0
1851837,3,1.0,1.0,1.0,95.00,100.00,50.00,9,96.0,10.0,9.0,10.0,9.0,9.0
7324041,4,1.0,0.0,1.0,79.00,,38.00,24,98.0,10.0,10.0,10.0,9.0,10.0
4105081,2,1.0,1.0,1.0,70.00,,,2,90.0,9.0,10.0,10.0,8.0,9.0
8474605,2,1.0,1.0,1.0,50.00,,,0,,,,,,
5682,2,1.0,1.0,1.0,48.00,,25.00,297,96.0,10.0,10.0,10.0,9.0,10.0
2737012,2,1.0,1.0,1.0,65.00,,,106,96.0,10.0,10.0,10.0,9.0,10.0
8743202,2,1.0,1.0,1.0,55.00,,15.00,4,100.0,10.0,10.0,10.0,10.0,10.0
1003890,6,1.0,3.0,3.0,99.00,200.00,109.00,72,93.0,10.0,10.0,10.0,9.0,9.0
8446120,1,1.0,1.0,1.0,150.00,,,0,,,,,,
8153673,3,1.0,1.0,1.0,110.00,350.00,50.00,3,100.0,10.0,10.0,10.0,10.0,10.0
7936712,4,2.0,2.0,2.0,120.00,,,11,95.0,9.0,9.0,10.0,9.0,9.0
2642359,2,1.0,1.0,1.0,49.00,,,59,86.0,9.0,9.0,9.0,9.0,9.0
6528342,6,2.0,4.0,4.0,244.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
9820818,5,1.0,2.0,3.0,125.00,250.00,50.00,1,100.0,10.0,10.0,10.0,10.0,10.0
8754180,8,2.0,3.0,4.0,175.00,500.00,100.00,2,60.0,6.0,10.0,10.0,10.0,7.0
8904766,2,1.0,1.0,1.0,38.00,,9.00,1,100.0,10.0,8.0,8.0,10.0,10.0
3186785,6,1.0,1.0,1.0,70.00,300.00,30.00,22,98.0,10.0,10.0,10.0,9.0,10.0
1885801,4,1.0,1.0,1.0,150.00,250.00,50.00,0,,,,,,
8006745,4,2.0,3.0,2.0,65.00,,45.00,3,100.0,10.0,10.0,10.0,10.0,10.0
7013085,4,1.0,2.0,2.0,99.00,,17.00,47,90.0,10.0,10.0,10.0,8.0,9.0
6546748,6,3.0,3.0,3.0,295.00,,250.00,7,100.0,9.0,10.0,9.0,9.0,10.0
4526737,2,1.0,1.0,1.0,95.00,250.00,50.00,15,100.0,10.0,10.0,10.0,10.0,10.0
3335,4,1.0,2.0,2.0,120.00,200.00,75.00,0,,,,,,
4735761,4,1.0,1.0,1.0,45.00,,,7,94.0,8.0,10.0,9.0,9.0,9.0
1672979,2,2.0,1.0,1.0,68.00,,30.00,18,96.0,9.0,10.0,10.0,8.0,10.0
7388899,2,1.0,1.0,2.0,55.00,,,14,93.0,9.0,9.0,9.0,8.0,9.0
8052307,2,1.0,1.0,1.0,40.00,,5.00,6,93.0,9.0,10.0,10.0,9.0,9.0
9068366,2,1.0,1.0,1.0,36.00,,,0,,,,,,
6117473,2,1.0,1.0,1.0,48.00,100.00,,20,92.0,10.0,10.0,10.0,9.0,9.0
8541389,2,1.0,1.0,1.0,90.00,,,0,,,,,,
7745016,2,1.0,1.0,1.0,50.00,100.00,,2,100.0,10.0,10.0,10.0,9.0,10.0
6557297,2,1.0,1.0,1.0,60.00,300.00,15.00,21,94.0,9.0,10.0,9.0,9.0,10.0
1263470,2,1.0,1.0,1.0,100.00,200.00,50.00,6,77.0,8.0,9.0,8.0,7.0,8.0
7415378,14,2.0,2.0,3.0,200.00,300.00,40.00,1,100.0,10.0,10.0,10.0,6.0,10.0
8849596,2,1.0,1.0,1.0,42.00,,9.00,0,,,,,,
7902382,2,1.0,1.0,1.0,35.00,500.00,10.00,16,95.0,10.0,10.0,10.0,9.0,10.0
4772997,2,1.0,1.0,1.0,67.00,,25.00,16,99.0,10.0,10.0,10.0,10.0,10.0
4708075,2,1.0,1.0,1.0,55.00,,,13,92.0,10.0,9.0,9.0,8.0,10.0
3859882,2,1.0,1.0,1.0,65.00,,20.00,4,100.0,10.0,10.0,10.0,8.0,10.0
4711069,12,3.0,4.0,4.0,169.00,300.00,95.00,42,91.0,9.0,9.0,10.0,9.0,9.0
7713043,2,0.0,0.0,2.0,75.00,100.00,20.00,7,91.0,10.0,10.0,10.0,9.0,9.0
174636,3,1.0,1.0,2.0,88.00,100.00,10.00,32,95.0,9.0,10.0,10.0,9.0,9.0
8195348,2,1.0,1.0,1.0,60.00,,,3,100.0,10.0,10.0,10.0,10.0,10.0
7902068,2,1.0,1.0,1.0,35.00,500.00,10.00,16,90.0,9.0,9.0,10.0,8.0,10.0
4832481,2,1.0,1.0,1.0,57.00,,20.00,12,95.0,9.0,10.0,10.0,9.0,10.0
7902268,2,1.0,1.0,1.0,37.00,500.00,10.00,12,98.0,10.0,9.0,10.0,9.0,10.0
4559222,2,1.0,1.0,1.0,60.00,,20.00,14,92.0,9.0,9.0,10.0,10.0,10.0
